3726727.23450385,1788049.02411696,593146.563700186,470738.545250051,184456.513703734,1802892.37985775,1628659.59957632
34731.1063312469,5517.98055011308,0,0,70641.1593660539,99009.3662020049,417062.796737457
0,0,0,0,60530.5000975261,283800.064974182,3236697.2667511
0,0,0,0,-399.339075537124,41033.8984034684,1699024.71370542
0,0,0,0,19164.3550701087,72611.1087496197,777632.155668923
0,0,0,0,-7886.38848831848,239674.996314038,175132.520766534
3599507.42360089,2295835.14576351,0,0,314508.050283774,3590566.32221796,956356.522924374
2059270.99951383,1511279.55361615,0,0,173461.886824577,1263152.28309838,371803.462958425
1088389.71509095,631819.513282186,0,0,167543.898202621,472605.619896514,196629.392078602
309296.531142095,243211.266983187,0,0,19602.8268821681,90194.4546686943,60802.5157628943
131987.886663732,86179.4509604102,0,0,-73514.681176726,9285860.26857631,306086.006908133
446432.523017639,606510.305995266,0,0,23938.6089408756,12139374.1839027,214516.426907559
368952.473785658,540317.353381102,0,0,-17149.2618635834,6418909.47050641,313266.924764844
33303.7596340756,25900.7848609459,0,0,33464.5244524333,1162190.70928653,251148.266052504
160953.050485637,133741.912854396,0,582621.203091944,42121.5453961835,6017568.14696844,52547.7556650068
11583.4779038582,15081.7144416213,0,0,12175.0045811516,1150235.16580217,340219.218970308
4404.7474569066,2927.27818408566,0,0,23671.4789362061,296759.596108408,20514.6383323849
196795.404651564,237243.291594714,0,97327.0885775716,52701.8268009451,8234931.70476017,119407.346992128
102154.232302588,271366.169150452,0,0,155220.62324373,2013835.49739461,594094.904022736
89528.0651081467,189413.753229193,0,0,76835.1335147483,9059854.48730828,3432779.38804343
574361.257232144,491640.847889659,0,0,32960.7408940533,2317176.64458905,639520.183939929
22.8144302057766,10.8249089407545,0,0,11725.9618598584,585469.266617693,48612.9475141594
38729.1803441608,35462.2961817006,0,0,55943.0129608994,6243193.44022318,412994.607061958
54093.50233517,38422.6978572362,0,0,35151.9981181167,4354392.27708685,273478.642771765
0,0,0,0,38057.0071457372,5121257.0582124,396701.427981846
0,0,0,0,120761.404691695,2293568.53983625,1771332.34508554
30897.5207238663,48169.7656166583,0,604980.587713817,-31374.1724196146,7913766.06458469,231471.290728939
18631.7376884004,13337.2156341972,0,2820530.01919198,57886.7760280998,11992844.6189673,1305564.74082685
16074.0608081979,24711.401216292,0,4262621.06229347,90956.646049853,6972230.0284266,1309572.40195656
525932.468559669,1124748.44966966,0,7562651.18901472,123287.583790838,8829757.96277053,2058754.75045171
346251.833749623,288716.846523721,0,1677367.33801574,132957.01454828,20273149.9308652,1295292.49078663
532755.633826003,491099.043289878,0,1981839.11047153,31850.0785263979,55361012.2814573,7831796.60382633
28778.6360191311,24649.5212713435,0,238355.55299282,18258.4177450959,3375029.65563499,1001324.80907944
43886.7382089147,28250.8248883108,0,0,17325.0475447636,1186703.99576518,33278.961950614
0,0,0,0,18183.9120204309,795795.539207597,455856.964951011
271953.6183652,278440.695199999,0,0,0,143988.499231358,5668.57691744939
29867.3585113225,181011.64301164,0,0,18371.3091837617,0.00377884697843652,0
46463.6288184612,89517.7838763629,0,0,13265.2990677334,0,0
0,0,0,51555170.5097766,0,1246529.26715326,157964.117805051
1700360.75592655,1400524.07384979,0,1781480.39744845,195140.249149991,20586191.3506715,0
1327089.22597606,1217553.70392968,1445034.91022667,863515.482449979,77273.2653729952,12036769.1132492,1677312.15180501
797742.174967415,1580425.25270992,0,0,0,717188.227266099,1150105.38483962
969166.157368036,1833721.39365834,551621.996460608,0,0,893725.36005405,374778.141539502
3422634.73620022,2801742.6214427,0,2491345.52625387,0,0,0
4647321.54972265,5461742.2813218,56705678.7181504,7928549.37371927,0,10515369.8707636,2815552.75184514
1890643.37181259,1485420.27071918,260068.373348902,459949.302909062,106506.677001964,471637.284042422,1212801.05731527
17619.7859003309,4584.05784853694,0,0,40788.7745061085,25900.8852064478,310570.852854478
0,0,0,0,34950.7983925645,74242.1973440517,2410245.74339926
0,0,0,0,-230.581599307513,10734.4823312257,1265199.29009275
0,0,0,0,11065.6530063307,18995.0917229356,579073.184379941
0,0,0,0,-4553.66424623223,62699.0637806951,130414.548510441
1826102.21354911,1907263.17777044,0,0,181599.481923923,939293.41945451,712162.444794948
1044709.42492121,1255494.25848294,0,0,100158.290868762,330441.083887385,276867.942881839
552161.902737067,524883.546148172,0,0,96741.1965628792,123633.79727012,146422.453577299
156912.325408296,202047.561991505,0,0,11318.8301629611,23594.9012325332,45277.3283157816
66960.0986007118,71593.5087066548,0,0,-42447.9691488031,2429184.32957951,227930.644871502
226484.160898682,503857.942804667,0,0,13822.3456529014,3175664.57878218,159742.250272961
187176.980010339,448868.201323506,0,0,-9902.12195520741,1679188.9871001,233278.002153145
16895.6643313305,21517.0559313865,0,0,19322.6860104505,304029.500479935,187020.592081126
81654.7063751501,111105.985193437,0,569267.630463175,24321.3196446965,1574197.9549552,39130.321429133
5876.53035583181,12529.1219908505,0,0,7029.94572750555,300901.926077153,253348.353820223
2234.61661127381,2431.83396765214,0,0,13668.1026361947,77632.4152710318,15276.4734057559
99838.2505601299,197089.671297446,0,95096.3693054786,30430.4593629975,2154261.04569501,88918.1242789697
51824.8881799918,225437.224039515,0,0,89625.6383247948,526820.078175909,442399.951427433
45419.3806621477,157355.321249425,0,0,44365.2250784808,2370061.13728805,2556260.6651704
291384.970157728,408430.234025338,0,0,19031.7973253404,606174.22953817,476226.435197734
11.5742174127683,8.99278428745936,0,0,6770.66484272385,153158.967159018,36200.2189774471
19648.0889278634,29460.2736748564,0,0,32301.9463628871,1633221.61144785,307541.426238205
27442.7172188076,31919.6249560571,0,0,20297.0468993749,1139110.55932389,203649.177024483
0,0,0,0,21974.4225147978,1339722.65721648,295408.513491719
0,0,0,0,69728.6079279367,599998.34098742,1319044.04182147
15674.9311356019,40016.9935598454,0,591114.542032406,-18115.6999067372,2070244.00066647,172367.894560174
9452.25372004313,11079.8810271846,0,2755883.98114355,33424.2908169256,3137332.39278475,972204.565324906
8154.6930088587,20528.9764371437,0,4164922.55828748,52519.1001797488,1823937.84069662,975188.918627917
266816.075643312,934383.858644136,0,7389316.59119608,71187.2440907866,2309867.80511082,1533076.61020768
175660.490629879,239851.285138142,0,1638922.38192,76770.4513074742,5303463.1901503,964555.210166211
270277.604049829,407980.130295279,0,1936415.71640388,18390.4919267135,14482460.3875278,5832042.008207
14599.9784839689,20477.5697232686,0,232892.486816258,10542.5574965992,882908.951266359,745648.622636351
22264.6213377099,23469.3497704065,0,0,10003.6220236577,310442.184890226,24781.5812773637
0,0,0,0,10499.5372909563,208180.394436277,339459.399140825
137967.517784024,231314.380794162,0,0,0,37667.4423107717,4221.17432073833
15152.3092111945,150375.275028302,0,0,10607.741922743,0.000988547705694075,0
23571.9295586384,74366.8260580703,0,0,7659.49054751611,0,0
0,0,0,50373535.3235917,0,326092.497038532,117629.889721386
862627.069434765,1163484.2338588,0,1740649.18885561,112675.551917254,5385354.93625769,0
673258.945722002,1011481.74804634,633583.50454001,843723.863727956,44618.2059430412,3148823.05601984,1249030.76842211
404710.584008786,1312936.99169752,0,0,0,187616.693838193,856439.876767579
491677.403875494,1523362.5545232,241861.698444396,0,0,233798.870196004,279083.07324379
1736371.15649919,2327545.40121416,0,2434244.3372624,0,0,0
2357679.30727957,4537337.95253522,24862916.7332226,7746828.45566674,0,2750824.47624509,2096635.38977267
2927864.81687261,8121819.55423653,459431.955032903,863656.617567957,15409.0642796289,125379.484303789,867378.056082719
27286.1354962721,25064.2134121228,0,0,5901.19667558804,6885.45994998979,222115.854038906
0,0,0,0,5056.57592758668,19736.4558136588,1723773.45400669
0,0,0,0,-33.3598492173744,2853.64178044107,904852.526454067
0,0,0,0,1600.94524841363,5049.63217520057,414144.900326004
0,0,0,0,-658.810386852524,16667.8431691733,93270.6290859429
2827915.88449479,10428326.3650303,0,0,26273.2644457724,249700.624877985,509328.445300641
1617845.02285565,6864655.08770897,0,0,14490.5989518955,87844.057483078,198012.012473076
855082.15475422,2869901.22111317,0,0,13996.2240705166,32866.6589108178,104719.254971531
242995.629818946,1104733.70548115,0,0,1637.57415460493,6272.43996356265,32381.7008422617
103694.921924587,391451.207737045,0,0,-6141.24394418534,645771.419746639,163012.753392522
350735.107509158,2754939.71174032,0,0,1999.77521274916,844214.824996118,114245.384006144
289863.705906278,2454272.77831557,0,0,-1432.60909088078,446393.566358241,166837.107218861
26164.7552843168,117648.620432873,0,0,2795.54783954653,80822.8341419335,133754.465852678
126451.104154382,607493.23334592,0,1068925.97316091,3518.73505323634,418482.877546654,27985.4489987227
9100.43995109901,68505.371838932,0,0,1017.0713108948,79991.4035510745,181191.137097779
3460.54441196657,13296.5175314129,0,0,1977.45979904909,20637.7072408551,10925.5163710164
154610.28005132,1077625.48945601,0,178564.481211098,4402.5869324082,572686.14696858,63592.9770364355
80256.4190596575,1232621.15816587,0,0,12966.7666002205,140049.211454275,316398.149198238
70336.8010209957,860370.327697215,0,0,6418.62674019876,630054.181922773,1828201.24803029
451240.998175332,2233170.45460968,0,0,2753.4629433386,161144.622932113,340590.368985502
17.923921798742,49.1697687938219,0,0,979.559335753497,40715.5943107572,25889.8814253463
30427.1811111174,161079.683320709,0,0,4673.34801792452,434173.654894331,219949.25123656
42498.0022262472,174526.657029182,0,0,2936.5154294819,302819.771305831,145646.993152665
0,0,0,0,3179.19306629013,356150.24841165,211271.964711131
0,0,0,0,10088.1243499017,159502.832200529,943361.52659305
24274.318500813,218800.569241426,0,1109948.38504598,-2620.92473627954,550351.157486581,123275.065117139
14637.8325598947,60581.3695686494,0,5174782.139054,4835.72542301289,834024.643101673,695306.86908616
12628.4200970933,112246.106736466,0,7820563.93253025,7598.30475757967,484873.426266569,697441.236096327
